CVE ID,Title,Description,Technology Area,Vulnerability Type,Access Vector,CVSS Rating,CVSS Score,CVSS String,Affected Chipsets,Affected Software Versions,Bulletin Date,Source URL
CVE-2022-44424,Denial of service in music service,"In music service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44423,Denial of service in music service,"In music service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44422,Denial of service in music service,"In music service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,4,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39088,Elevation of privilege in network service,"In network service, there is a missing permission check. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,5.3,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39087,Elevation of privilege in network service,"In network service, there is a missing permission check. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,5.3,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39086,Elevation of privilege in network service,"In network service, there is a missing permission check. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,5.3,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39085,Elevation of privilege in network service,"In network service, there is a missing permission check. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,5.3,CVSS:3.1/AV:L/AC:L/PR:H/UI:R/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39118,Buffer Overflow in sprd_sysdump driver,"In sprd_sysdump driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service in kernel.",kernel,CWE-120 Buffer Overflow,Local,Medium,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39116,Stack Overflow in sysdump driver,"In sysdump driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service in kernel.",kernel,CWE-121 Stack Overflow,Local,Medium,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39084,Elevation of privilege in network service,"In network service, there is a missing permission check. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39083,Elevation of privilege in network service,"In network service, there is a missing permission check. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39082,Elevation of privilege in network service,"In network service, there is a missing permission check. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39081,Elevation of privilege in messaging service,"In network service, there is a missing permission check. This could lead to local escalation of privilege with System execution privileges needed.",Android,CWE-77 Improper Neutralization of Special Elements used in a Com,Local,Medium,6.7,CVSS:3.1/AV:L/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39104,Denial of service in Contacts service,"In contacts service, there is a missing permission check. This could lead to local denial of service in Contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-38684,Denial of service in contacts service,"In contacts service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-38683,Denial of service in contacts service,"In contacts service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-38682,Denial of service in contacts service,"In contacts service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-38678,Denial of service in contacts service,"In contacts service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44432,Integer overflow in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-190 Integer Overflow,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44431,Out-of-bounds Write in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,cwe-787 Out-of-bounds Write,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44430,Heap overflow in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-122 Heap Overflow,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44429,Heap overflow in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-122 Heap Overflow,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44428,Heap overflow in wlan driver,"In wlan driver, there is a possible missing bounds check. This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-122 Heap Overflow,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44427,Heap overflow in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-122 Heap Overflow,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44426,Integer overflow in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-190 Integer Overflow,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44425,Integer overflow in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-190 Integer Overflow,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44439,Elevation of privilege in messaging service,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44438,Elevation of privilege in messaging service,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44437,Elevation of privilege in messaging service,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44436,Elevation of privilege in messaging service,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44435,Elevation of privilege in messaging service,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-44434,Elevation of privilege in messaging service,"In messaging service, there is a missing permission check. This could lead to local denial of service in contacts service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:H/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2023-01-03,https://www.unisoc.com/en/support/product-security-bulletin/1610118225591336961
CVE-2022-39131,Improper input validation in camera driver,"In camera driver, there is a possible memory corruption due to improper locking. This could lead to local denial of service in kernel.",Kernel,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,Local,High,7.7,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42771,Concurrent execution using shared resource with improper synchronization ('race condition') in wlan driver,"In wlan driver, there is a race condition, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8020,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42770,Concurrent execution using shared resource with improper synchronization ('race condition') in wlan driver,"In wlan driver, there is a race condition, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Local,High,7.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8019,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42775,Out-of-bounds read in camera driver,"In camera driver, there is a possible memory corruption due to improper locking. This could lead to local denial of service in kernel.",Kernel,CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,Local,High,7.7,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42756,Buffer overflow in sensor driver,"In sensor driver, there is a possible buffer overflow due to a missing bounds check. This could lead to local denial of service in kernel.",Kernel,CWE-120 Classic Buffer Overflow,Local,High,7.7,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42754,Memory use after free in npu driver,"In npu driver, there is a memory corruption due to a use after free. This could lead to local denial of service in kernel.",Kernel,CWE-416 Use After Free,Local,High,7.7,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39134,Concurrent execution using shared resource with improper synchronization ('race condition') in audio driver,"In audio driver, there is a use after free due to a race condition. This could lead to local denial of service in kernel.",Kernel,CWE-362 Concurrent Execution using Shared Resource with Improper Synchronization ('Race Condition'),Local,High,7.7,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39106,Stack Overflow in sensor driver,"In camera driver, there is a possible memory corruption due to improper locking. This could lead to local denial of service In sensor driver, there is a possible out of bounds write due to a missing bounds check. This could lead to local denial of service in kernel.",Kernel,CWE-121 Stack Overflow,Local,High,7.7,CVSS:3.1/AV:L/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42760,Buffer overflow in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-120 Classic Buffer Overflow,Local,Medium,6.6,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8018,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42769,Out-of-bounds read in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-125 Out-of-bounds Read,Local,Medium,6.6,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8014,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42773,Out-of-bounds read in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-125 Out-of-bounds Read,Local,Medium,6.6,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8001,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42761,Out-of-bounds read in wlan driver,"In wlan driver, there is a possible missing bounds check, This could lead to local denial of service in wlan services.",WLAN Firmware,CWE-125 Out-of-bounds Read,Local,Medium,6.6,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:H/I:L/A:L,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-42777,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,6.1,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:L/I:H/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39102,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,6.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39101,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,6.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39100,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39099,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39098,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,6.3,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:C/C:N/I:N/A:H,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39097,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39096,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39095,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39094,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
CVE-2022-39093,Elevation of privilege in power management service,"In power management service, there is a missing permission check. This could lead to set up power management service with no additional execution privileges needed.",Android,CWE-862 Missing Authorization,Local,Medium,5.5,CVSS:3.1/AV:L/AC:L/PR:N/UI:R/S:U/C:N/I:H/A:N,SC9863A/SC9832E/SC7731E/T610/T310/T606/T760/T610/T618/T606/T612/T616/T760/T770/T820/S8000,Android10/Android11/Android12,2022-12-05,https://www.unisoc.com/en/support/product-security-bulletin/1599588060988411906
